    id      t_sec       phi_rad    lambda_rad           h_m       psi_rad     theta_rad        xi_radsaved (Y/N)
   259    +25.900  +0.752425432  -0.130336377  +1291.010799    +0.6828900    -0.0226864    +0.0074957    +1
   260    +26.000  +0.752425795  -0.130335963  +1291.017043    +0.6829982    -0.0230153    +0.0072321    +1
   261    +26.100  +0.752426159  -0.130335548  +1291.021300    +0.6833704    -0.0230543    +0.0070882    +1
   262    +26.200  +0.752426522  -0.130335134  +1291.024166    +0.6839976    -0.0230209    +0.0070236    +1
   263    +26.300  +0.752426886  -0.130334719  +1291.026602    +0.6848567    -0.0234368    +0.0070291    +1
   264    +26.400  +0.752427250  -0.130334304  +1291.028905    +0.6856955    -0.0241316    +0.0071759    +1
   265    +26.500  +0.752427613  -0.130333889  +1291.031145    +0.6861950    -0.0244320    +0.0074280    +1
   266    +26.600  +0.752427977  -0.130333474  +1291.033117    +0.6862552    -0.0239288    +0.0075932    +1
   267    +26.700  +0.752428340  -0.130333059  +1291.034528    +0.6859218    -0.0226970    +0.0075641    +1
   268    +26.800  +0.752428704  -0.130332644  +1291.036265    +0.6853046    -0.0217497    +0.0072872    +1
   269    +26.900  +0.752429067  -0.130332228  +1291.039213    +0.6846586    -0.0218878    +0.0067887    +1
   270    +27.000  +0.752429431  -0.130331813  +1291.042604    +0.6841528    -0.0224821    +0.0062624    +1
   271    +27.100  +0.752429794  -0.130331397  +1291.045442    +0.6838269    -0.0227717    +0.0058614    +1
   272    +27.200  +0.752430158  -0.130330982  +1291.047509    +0.6836467    -0.0225710    +0.0057005    +1
   273    +27.300  +0.752430521  -0.130330566  +1291.048719    +0.6835109    -0.0223211    +0.0057737    +1
   274    +27.400  +0.752430885  -0.130330151  +1291.049012    +0.6832483    -0.0225605    +0.0059989    +1
   275    +27.500  +0.752431248  -0.130329735  +1291.048450    +0.6827551    -0.0231297    +0.0062436    +1
   276    +27.600  +0.752431611  -0.130329320  +1291.047286    +0.6821046    -0.0234843    +0.0063669    +1
   277    +27.700  +0.752431975  -0.130328904  +1291.045715    +0.6814434    -0.0232899    +0.0063280    +1
   278    +27.800  +0.752432338  -0.130328488  +1291.044098    +0.6809300    -0.0229577    +0.0061783    +1
   279    +27.900  +0.752432701  -0.130328073  +1291.043197    +0.6806694    -0.0229774    +0.0059995    +1
   280    +28.000  +0.752433064  -0.130327657  +1291.043482    +0.6807261    -0.0233886    +0.0058746    +1
   281    +28.100  +0.752433427  -0.130327242  +1291.044786    +0.6810395    -0.0238724    +0.0058399    +1
   282    +28.200  +0.752433790  -0.130326826  +1291.046666    +0.6815292    -0.0240351    +0.0058433    +1
   283    +28.300  +0.752434153  -0.130326410  +1291.048848    +0.6821322    -0.0239053    +0.0058404    +1
   284    +28.400  +0.752434516  -0.130325995  +1291.051054    +0.6828349    -0.0233797    +0.0058070    +1
   285    +28.500  +0.752434879  -0.130325579  +1291.053288    +0.6836276    -0.0224461    +0.0057424    +1
   286    +28.600  +0.752435242  -0.130325164  +1291.056315    +0.6844362    -0.0216089    +0.0056882    +1
   287    +28.700  +0.752435605  -0.130324748  +1291.060643    +0.6851801    -0.0211133    +0.0056486    +1
   288    +28.800  +0.752435968  -0.130324333  +1291.065928    +0.6857791    -0.0204078    +0.0056334    +1
   289    +28.900  +0.752436331  -0.130323917  +1291.072141    +0.6861182    -0.0193589    +0.0056019    +1
   290    +29.000  +0.752436693  -0.130323502  +1291.080002    +0.6861242    -0.0185750    +0.0054961    +1
   291    +29.100  +0.752437056  -0.130323087  +1291.090039    +0.6858233    -0.0186540    +0.0051950    +1
   292    +29.200  +0.752437418  -0.130322671  +1291.101515    +0.6854127    -0.0192976    +0.0044805    +1
   293    +29.300  +0.752437780  -0.130322256  +1291.112833    +0.6852234    -0.0195630    +0.0034399    +1
   294    +29.400  +0.752438142  -0.130321841  +1291.123350    +0.6854010    -0.0196149    +0.0023539    +1
   295    +29.500  +0.752438505  -0.130321426  +1291.132646    +0.6857977    -0.0197771    +0.0014572    +1
   296    +29.600  +0.752438867  -0.130321011  +1291.139854    +0.6862666    -0.0198318    +0.0007608    +1
   297    +29.700  +0.752439229  -0.130320597  +1291.145340    +0.6866855    -0.0202826    +0.0002487    +1
   298    +29.800  +0.752439591  -0.130320182  +1291.149840    +0.6869448    -0.0212945    -0.0001309    +1
   299    +29.900  +0.752439953  -0.130319768  +1291.153340    +0.6870324    -0.0223806    -0.0004775    +1
   300    +30.000  +0.752440315  -0.130319353  +1291.155974    +0.6869693    -0.0232867    -0.0007844    +1
   301    +30.100  +0.752440677  -0.130318939  +1291.158133    +0.6867494    -0.0241374    -0.0009428    +1
   302    +30.200  +0.752441039  -0.130318524  +1291.159410    +0.6863712    -0.0247407    -0.0008538    +1
   303    +30.300  +0.752441402  -0.130318110  +1291.159294    +0.6858584    -0.0249680    -0.0005455    +1
   304    +30.400  +0.752441764  -0.130317695  +1291.158130    +0.6851915    -0.0251952    -0.0000878    +1
   305    +30.500  +0.752442126  -0.130317281  +1291.156153    +0.6843929    -0.0255674    +0.0004329    +1
   306    +30.600  +0.752442489  -0.130316866  +1291.153102    +0.6836115    -0.0258454    +0.0008956    +1
   307    +30.700  +0.752442852  -0.130316452  +1291.148957    +0.6830601    -0.0258373    +0.0013098    +1
   308    +30.800  +0.752443214  -0.130316037  +1291.143852    +0.6827789    -0.0254951    +0.0017685    +1
   309    +30.900  +0.752443577  -0.130315623  +1291.137988    +0.6826607    -0.0250337    +0.0023345    +1
   310    +31.000  +0.752443940  -0.130315209  +1291.131695    +0.6825076    -0.0246900    +0.0029987    +1
   311    +31.100  +0.752444303  -0.130314794  +1291.125226    +0.6821669    -0.0245469    +0.0036912    +1
   312    +31.200  +0.752444666  -0.130314380  +1291.118352    +0.6816601    -0.0242796    +0.0042237    +1
   313    +31.300  +0.752445029  -0.130313965  +1291.111058    +0.6810949    -0.0237684    +0.0045060    +1
   314    +31.400  +0.752445392  -0.130313550  +1291.104067    +0.6807381    -0.0231904    +0.0045391    +1
   315    +31.500  +0.752445755  -0.130313136  +1291.097742    +0.6808145    -0.0224052    +0.0044766    +1
   316    +31.600  +0.752446118  -0.130312721  +1291.092477    +0.6812300    -0.0215867    +0.0045078    +1
   317    +31.700  +0.752446481  -0.130312307  +1291.088882    +0.6817830    -0.0207619    +0.0047090    +1
   318    +31.800  +0.752446844  -0.130311892  +1291.087178    +0.6822354    -0.0197371    +0.0050600    +1
   319    +31.900  +0.752447207  -0.130311478  +1291.087600    +0.6823973    -0.0187857    +0.0054610    +1
   320    +32.000  +0.752447570  -0.130311063  +1291.090483    +0.6823219    -0.0182774    +0.0056906    +1
   321    +32.100  +0.752447933  -0.130310648  +1291.096020    +0.6821666    -0.0184429    +0.0057130    +1
   322    +32.200  +0.752448296  -0.130310234  +1291.103864    +0.6820168    -0.0187038    +0.0056829    +1
   323    +32.300  +0.752448659  -0.130309819  +1291.113506    +0.6818764    -0.0184026    +0.0056513    +1
   324    +32.400  +0.752449022  -0.130309405  +1291.125332    +0.6817411    -0.0177878    +0.0056399    +1
   325    +32.500  +0.752449384  -0.130308990  +1291.139986    +0.6815668    -0.0173977    +0.0056744    +1
   326    +32.600  +0.752449747  -0.130308576  +1291.157430    +0.6812390    -0.0172198    +0.0057515    +1
   327    +32.700  +0.752450109  -0.130308161  +1291.177005    +0.6808428    -0.0168446    +0.0057714    +1
   328    +32.800  +0.752450472  -0.130307747  +1291.198321    +0.6807069    -0.0165347    +0.0056267    +1
   329    +32.900  +0.752450834  -0.130307332  +1291.221482    +0.6810505    -0.0168426    +0.0054347    +1
   330    +33.000  +0.752451197  -0.130306918  +1291.245907    +0.6818472    -0.0174619    +0.0053698    +1
   331    +33.100  +0.752451559  -0.130306504  +1291.271078    +0.6828962    -0.0180664    +0.0055017    +1
   332    +33.200  +0.752451921  -0.130306090  +1291.296677    +0.6839091    -0.0185729    +0.0057693    +1
   333    +33.300  +0.752452284  -0.130305675  +1291.321918    +0.6846534    -0.0187234    +0.0060340    +1
   334    +33.400  +0.752452646  -0.130305261  +1291.346534    +0.6849898    -0.0189819    +0.0061464    +1
   335    +33.500  +0.752453008  -0.130304847  +1291.370420    +0.6849288    -0.0201360    +0.0060265    +1
   336    +33.600  +0.752453370  -0.130304433  +1291.392599    +0.6846481    -0.0218769    +0.0056670    +1
   337    +33.700  +0.752453732  -0.130304018  +1291.412036    +0.6843332    -0.0233487    +0.0051806    +1
   338    +33.800  +0.752454094  -0.130303604  +1291.428187    +0.6840654    -0.0241594    +0.0046712    +1
   339    +33.900  +0.752454456  -0.130303189  +1291.440859    +0.6837973    -0.0242939    +0.0042368    +1
   340    +34.000  +0.752454818  -0.130302775  +1291.450608    +0.6835037    -0.0243304    +0.0038683    +1
   341    +34.100  +0.752455181  -0.130302360  +1291.458285    +0.6832517    -0.0248777    +0.0035310    +1
   342    +34.200  +0.752455543  -0.130301945  +1291.464175    +0.6830113    -0.0260880    +0.0031856    +1
   343    +34.300  +0.752455905  -0.130301530  +1291.467729    +0.6826784    -0.0273166    +0.0028598    +1
   344    +34.400  +0.752456268  -0.130301116  +1291.467940    +0.6822436    -0.0277469    +0.0025208    +1
   345    +34.500  +0.752456630  -0.130300701  +1291.464565    +0.6817840    -0.0273853    +0.0021500    +1
   346    +34.600  +0.752456993  -0.130300285  +1291.458716    +0.6813784    -0.0268600    +0.0017736    +1
   347    +34.700  +0.752457356  -0.130299870  +1291.451651    +0.6811287    -0.0267582    +0.0014362    +1
   348    +34.800  +0.752457719  -0.130299455  +1291.443840    +0.6810988    -0.0268803    +0.0012017    +1
   349    +34.900  +0.752458082  -0.130299040  +1291.435475    +0.6812718    -0.0269626    +0.0011176    +1
   350    +35.000  +0.752458446  -0.130298624  +1291.426703    +0.6815028    -0.0270201    +0.0012506    +1
   351    +35.100  +0.752458809  -0.130298208  +1291.417315    +0.6815870    -0.0270848    +0.0015773    +1
   352    +35.200  +0.752459173  -0.130297793  +1291.407114    +0.6813939    -0.0270799    +0.0020294    +1
   353    +35.300  +0.752459537  -0.130297377  +1291.396269    +0.6809357    -0.0269866    +0.0024845    +1
   354    +35.400  +0.752459901  -0.130296961  +1291.385040    +0.6803447    -0.0266960    +0.0028131    +1
   355    +35.500  +0.752460265  -0.130296545  +1291.373666    +0.6798619    -0.0263482    +0.0030127    +1
   356    +35.600  +0.752460629  -0.130296129  +1291.362288    +0.6796922    -0.0261311    +0.0031866    +1
   357    +35.700  +0.752460994  -0.130295713  +1291.350944    +0.6799018    -0.0262888    +0.0034329    +1
   358    +35.800  +0.752461358  -0.130295296  +1291.339544    +0.6805163    -0.0266957    +0.0037972    +1
   359    +35.900  +0.752461723  -0.130294880  +1291.327888    +0.6814330    -0.0268695    +0.0043075    +1
   360    +36.000  +0.752462088  -0.130294463  +1291.315995    +0.6823861    -0.0264045    +0.0049817    +1
   361    +36.100  +0.752462453  -0.130294047  +1291.304361    +0.6830994    -0.0253131    +0.0056524    +1
   362    +36.200  +0.752462818  -0.130293630  +1291.293527    +0.6834946    -0.0243700    +0.0060684    +1
   363    +36.300  +0.752463183  -0.130293213  +1291.283711    +0.6835904    -0.0243312    +0.0061694    +1
   364    +36.400  +0.752463548  -0.130292795  +1291.274829    +0.6834400    -0.0248842    +0.0060246    +1
   365    +36.500  +0.752463914  -0.130292378  +1291.266240    +0.6831736    -0.0251110    +0.0057060    +1
   366    +36.600  +0.752464279  -0.130291961  +1291.257206    +0.6828931    -0.0244344    +0.0053205    +1
   367    +36.700  +0.752464644  -0.130291543  +1291.247934    +0.6826396    -0.0232096    +0.0049431    +1
   368    +36.800  +0.752465010  -0.130291126  +1291.239194    +0.6824426    -0.0224800    +0.0046080    +1
   369    +36.900  +0.752465375  -0.130290708  +1291.231221    +0.6822830    -0.0226468    +0.0043552    +1
   370    +37.000  +0.752465741  -0.130290290  +1291.223633    +0.6821207    -0.0229500    +0.0041806    +1
   371    +37.100  +0.752466106  -0.130289872  +1291.216267    +0.6819914    -0.0226655    +0.0040503    +1
   372    +37.200  +0.752466472  -0.130289454  +1291.209287    +0.6819170    -0.0215268    +0.0039797    +1
   373    +37.300  +0.752466837  -0.130289036  +1291.203360    +0.6818119    -0.0199428    +0.0039990    +1
   374    +37.400  +0.752467203  -0.130288618  +1291.199784    +0.6816652    -0.0187394    +0.0040494    +1
   375    +37.500  +0.752467569  -0.130288200  +1291.199085    +0.6815710    -0.0181332    +0.0040821    +1
   376    +37.600  +0.752467935  -0.130287782  +1291.201069    +0.6815659    -0.0177522    +0.0041507    +1
   377    +37.700  +0.752468300  -0.130287364  +1291.205623    +0.6815768    -0.0175293    +0.0043038    +1
   378    +37.800  +0.752468666  -0.130286946  +1291.212560    +0.6815392    -0.0174167    +0.0045116    +1
   379    +37.900  +0.752469032  -0.130286528  +1291.222005    +0.6814318    -0.0175021    +0.0046923    +1
   380    +38.000  +0.752469397  -0.130286110  +1291.233897    +0.6812291    -0.0176493    +0.0048241    +1
   381    +38.100  +0.752469763  -0.130285692  +1291.247833    +0.6809178    -0.0174352    +0.0049537    +1
   382    +38.200  +0.752470129  -0.130285274  +1291.263542    +0.6805380    -0.0166258    +0.0050965    +1
   383    +38.300  +0.752470494  -0.130284856  +1291.280941    +0.6802146    -0.0158093    +0.0051910    +1
   384    +38.400  +0.752470859  -0.130284439  +1291.299755    +0.6800862    -0.0157390    +0.0052522    +1
   385    +38.500  +0.752471225  -0.130284021  +1291.319436    +0.6801699    -0.0162310    +0.0053443    +1
   386    +38.600  +0.752471590  -0.130283603  +1291.339078    +0.6802964    -0.0167071    +0.0055348    +1
   387    +38.700  +0.752471955  -0.130283185  +1291.357636    +0.6803143    -0.0167235    +0.0057414    +1
   388    +38.800  +0.752472320  -0.130282768  +1291.374703    +0.6802645    -0.0164917    +0.0058333    +1
   389    +38.900  +0.752472685  -0.130282350  +1291.389830    +0.6803254    -0.0164341    +0.0057657    +1
   390    +39.000  +0.752473051  -0.130281933  +1291.402487    +0.6807422    -0.0169499    +0.0055788    +1
   391    +39.100  +0.752473416  -0.130281515  +1291.412593    +0.6815418    -0.0179591    +0.0054644    +1
   392    +39.200  +0.752473781  -0.130281097  +1291.420223    +0.6825033    -0.0191446    +0.0055511    +1
   393    +39.300  +0.752474146  -0.130280680  +1291.425070    +0.6833788    -0.0199516    +0.0057600    +1
   394    +39.400  +0.752474511  -0.130280262  +1291.426985    +0.6839893    -0.0203284    +0.0059757    +1
   395    +39.500  +0.752474876  -0.130279844  +1291.426395    +0.6842854    -0.0207025    +0.0060757    +1
   396    +39.600  +0.752475242  -0.130279426  +1291.423983    +0.6843211    -0.0216752    +0.0060047    +1
   397    +39.700  +0.752475607  -0.130279008  +1291.419933    +0.6841914    -0.0229416    +0.0058142    +1
   398    +39.800  +0.752475972  -0.130278589  +1291.413984    +0.6840228    -0.0237307    +0.0055759    +1
   399    +39.900  +0.752476338  -0.130278171  +1291.406253    +0.6838932    -0.0238147    +0.0053489    +1
   400    +40.000  +0.752476704  -0.130277752  +1291.397349    +0.6838173    -0.0236161    +0.0051589    +1
   401    +40.100  +0.752477069  -0.130277333  +1291.387840    +0.6837499    -0.0236045    +0.0050372    +1
   402    +40.200  +0.752477435  -0.130276914  +1291.378218    +0.6836439    -0.0239789    +0.0049950    +1
   403    +40.300  +0.752477801  -0.130276495  +1291.368495    +0.6835670    -0.0241921    +0.0049673    +1
   404    +40.400  +0.752478167  -0.130276076  +1291.358629    +0.6836061    -0.0235610    +0.0049545    +1
   405    +40.500  +0.752478533  -0.130275657  +1291.349293    +0.6836428    -0.0225970    +0.0050422    +1
   406    +40.600  +0.752478899  -0.130275237  +1291.340939    +0.6835637    -0.0217299    +0.0051489    +1
   407    +40.700  +0.752479266  -0.130274818  +1291.333819    +0.6833939    -0.0211364    +0.0052177    +1
   408    +40.800  +0.752479632  -0.130274398  +1291.328213    +0.6831252    -0.0208610    +0.0052788    +1
   409    +40.900  +0.752479998  -0.130273979  +1291.324030    +0.6828821    -0.0206922    +0.0052726    +1
   410    +41.000  +0.752480364  -0.130273559  +1291.320893    +0.6828294    -0.0205476    +0.0052081    +1
   411    +41.100  +0.752480730  -0.130273140  +1291.318571    +0.6829927    -0.0206031    +0.0051162    +1
   412    +41.200  +0.752481096  -0.130272720  +1291.317041    +0.6834391    -0.0207883    +0.0049048    +1
   413    +41.300  +0.752481462  -0.130272301  +1291.316539    +0.6841781    -0.0208838    +0.0046512    +1
   414    +41.400  +0.752481828  -0.130271882  +1291.317215    +0.6851815    -0.0208222    +0.0044084    +1
   415    +41.500  +0.752482194  -0.130271462  +1291.319012    +0.6864165    -0.0205264    +0.0042066    +1
